finishing_pos,circuit_id,driver_id,constructor_id,grid_pos,status,fastest_lap_missing,fastest_lap,fastest_lap_avg_speed
14,catalunya,villeneuve,sauber,12,Engine,0,1:17.585,214.696
15,catalunya,michael_schumacher,ferrari,8,Puncture,0,1:15.648,220.193
16,catalunya,albers,minardi,14,Gearbox,0,1:20.124,207.892
17,catalunya,friesacher,minardi,15,Spun off,0,1:20.865,205.987
18,catalunya,liuzzi,red_bull,11,Spun off,0,1:19.435,209.695
1,silverstone,sainz,ferrari,1,Finished,0,1:30.813,233.530
2,silverstone,perez,red_bull,4,Finished,0,1:30.937,233.212
3,silverstone,hamilton,mercedes,5,Finished,0,1:30.510,234.312
4,silverstone,leclerc,ferrari,3,Finished,0,1:31.282,232.330
5,silverstone,alonso,alpine,7,Finished,0,1:31.609,231.501
6,silverstone,norris,mclaren,6,Finished,0,1:31.645,231.410
7,silverstone,max_verstappen,red_bull,2,Finished,0,1:32.354,229.633
8,silverstone,mick_schumacher,haas,19,Finished,0,1:32.109,230.244
9,silverstone,vettel,aston_martin,18,Finished,0,1:32.471,229.343
10,silverstone,kevin_magnussen,haas,17,Finished,0,1:32.661,228.872
11,silverstone,stroll,aston_martin,20,Finished,0,1:32.379,229.571
12,silverstone,latifi,williams,10,Finished,0,1:33.286,227.339
13,silverstone,ricciardo,mclaren,14,Finished,0,1:32.644,228.914
14,silverstone,tsunoda,alphatauri,13,Finished,0,1:33.832,226.016
15,silverstone,ocon,alpine,15,Fuel pump,0,1:33.537,226.729
16,silverstone,gasly,alphatauri,11,Collision damage,0,1:34.614,224.148
17,silverstone,bottas,alfa,12,Gearbox,0,1:35.103,222.996
18,silverstone,russell,mercedes,8,Collision,1,300,0
19,silverstone,zhou,alfa,9,Collision,1,300,0
20,silverstone,albon,williams,16,Collision,1,300,0
1,yas_marina,hamilton,mercedes,1,Finished,0,1:41.357,197.267
2,yas_marina,vettel,ferrari,3,Finished,0,1:40.867,198.225
3,yas_marina,max_verstappen,red_bull,6,Finished,0,1:41.909,196.198
4,yas_marina,ricciardo,red_bull,5,Finished,0,1:41.249,197.477
5,yas_marina,bottas,mercedes,2,Finished,0,1:40.953,198.056
6,yas_marina,sainz,renault,11,Finished,0,1:41.351,197.278
7,yas_marina,leclerc,sauber,8,Finished,0,1:42.876,194.354
8,yas_marina,perez,force_india,14,Finished,0,1:42.816,194.467
9,yas_marina,grosjean,haas,7,Finished,0,1:43.195,193.753
10,yas_marina,kevin_magnussen,haas,13,Finished,0,1:42.822,194.456
11,yas_marina,alonso,mclaren,15,Finished,0,1:42.393,195.271
12,yas_marina,brendon_hartley,toro_rosso,16,Finished,0,1:44.174,191.932
13,yas_marina,stroll,williams,20,Finished,0,1:44.033,192.192
14,yas_marina,vandoorne,mclaren,18,Finished,0,1:43.249,193.652
15,yas_marina,sirotkin,williams,19,Finished,0,1:43.831,192.566
16,yas_marina,gasly,toro_rosso,17,Engine,0,1:43.988,192.276
17,yas_marina,ocon,force_india,9,Engine,0,1:43.591,193.012
18,yas_marina,ericsson,sauber,12,Power loss,0,1:46.077,188.489
19,yas_marina,raikkonen,ferrari,4,Power loss,0,1:45.198,190.064
20,yas_marina,hulkenberg,renault,10,Collision,1,300,0
1,monza,michael_schumacher,ferrari,2,Finished,0,1:22.575,252.555
2,monza,raikkonen,mclaren,1,Finished,0,1:22.559,252.604
3,monza,kubica,bmw_sauber,6,Finished,0,1:23.111,250.927
4,monza,fisichella,renault,9,Finished,0,1:23.617,249.408
5,monza,button,honda,5,Finished,0,1:23.518,249.704
6,monza,barrichello,honda,8,Finished,0,1:23.794,248.881
7,monza,trulli,toyota,11,Finished,0,1:23.869,248.659
8,monza,heidfeld,bmw_sauber,3,Finished,0,1:23.294,250.375
9,monza,massa,ferrari,4,Finished,0,1:23.003,251.253
10,monza,webber,williams,19,Finished,0,1:24.197,247.690
11,monza,klien,red_bull,16,Finished,0,1:24.571,246.595
12,monza,coulthard,red_bull,14,Finished,0,1:24.984,245.396
13,monza,speed,toro_rosso,15,Finished,0,1:25.094,245.079
14,monza,liuzzi,toro_rosso,17,Finished,0,1:24.764,246.033
15,monza,ralf_schumacher,toyota,13,Finished,0,1:24.837,245.821
16,monza,sato,super_aguri,21,Finished,0,1:25.676,243.414
17,monza,albers,spyker_mf1,18,Finished,0,1:25.494,243.932
18,monza,monteiro,spyker_mf1,20,Brakes,0,1:24.822,245.865
19,monza,alonso,renault,10,Engine,0,1:23.121,250.896
20,monza,rosa,mclaren,7,Engine,0,1:23.702,249.155
21,monza,yamamoto,super_aguri,22,Hydraulics,0,1:26.548,240.962
22,monza,rosberg,williams,12,Driveshaft,0,1:25.362,244.310
1,rodriguez,rosberg,mercedes,1,Finished,0,1:20.521,192.426
2,rodriguez,hamilton,mercedes,2,Finished,0,1:20.723,191.945
3,rodriguez,bottas,williams,6,Finished,0,1:21.585,189.917
4,rodriguez,kvyat,red_bull,4,Finished,0,1:21.549,190.001
5,rodriguez,ricciardo,red_bull,5,Finished,0,1:21.625,189.824
6,rodriguez,massa,williams,7,Finished,0,1:22.009,188.935
7,rodriguez,hulkenberg,force_india,10,Finished,0,1:22.391,188.059
8,rodriguez,perez,force_india,9,Finished,0,1:22.757,187.227
9,rodriguez,max_verstappen,toro_rosso,8,Finished,0,1:22.603,187.576
10,rodriguez,grosjean,lotus_f1,12,Finished,0,1:22.893,186.920
11,rodriguez,maldonado,lotus_f1,13,Finished,0,1:22.963,186.762
12,rodriguez,ericsson,sauber,14,Finished,0,1:22.716,187.320
13,rodriguez,sainz,toro_rosso,11,Finished,0,1:22.172,188.560
14,rodriguez,button,mclaren,20,Finished,0,1:23.006,186.666
15,rodriguez,rossi,manor,16,Finished,0,1:25.005,182.276
16,rodriguez,stevens,manor,17,Finished,0,1:25.540,181.136
17,rodriguez,nasr,sauber,15,Brakes,0,1:23.350,185.895
18,rodriguez,vettel,ferrari,3,Accident,0,1:21.847,189.309
19,rodriguez,raikkonen,ferrari,19,Collision,0,1:24.054,184.338
20,rodriguez,alonso,mclaren,18,Retired,1,300,0
1,hungaroring,hamilton,mercedes,3,Finished,0,1:18.528,200.840
2,hungaroring,max_verstappen,red_bull,1,Finished,0,1:17.103,204.552
3,hungaroring,vettel,ferrari,5,Finished,0,1:19.786,197.673
4,hungaroring,leclerc,ferrari,4,Finished,0,1:20.493,195.937
5,hungaroring,sainz,mclaren,8,Finished,0,1:21.002,194.706
6,hungaroring,gasly,red_bull,6,Finished,0,1:21.045,194.602
7,hungaroring,raikkonen,alfa,10,Finished,0,1:20.880,195.000
8,hungaroring,bottas,mercedes,2,Finished,0,1:19.331,198.807
9,hungaroring,norris,mclaren,7,Finished,0,1:21.188,194.260
10,hungaroring,albon,toro_rosso,12,Finished,0,1:20.621,195.626
11,hungaroring,perez,racing_point,16,Finished,0,1:21.734,192.962
12,hungaroring,hulkenberg,renault,11,Finished,0,1:21.650,193.161
13,hungaroring,kevin_magnussen,haas,14,Finished,0,1:21.008,194.691
14,hungaroring,ricciardo,renault,20,Finished,0,1:20.839,195.098
15,hungaroring,kvyat,toro_rosso,13,Finished,0,1:21.932,192.496
16,hungaroring,russell,williams,15,Finished,0,1:22.386,191.435
17,hungaroring,stroll,racing_point,18,Finished,0,1:20.603,195.670
18,hungaroring,giovinazzi,alfa,17,Finished,0,1:23.134,189.712
19,hungaroring,kubica,williams,19,Finished,0,1:23.436,189.026
20,hungaroring,grosjean,haas,9,Water pressure,0,1:22.809,190.457
1,yas_marina,max_verstappen,red_bull,1,Finished,0,1:26.103,220.800
2,yas_marina,hamilton,mercedes,2,Finished,0,1:26.615,219.495
3,yas_marina,sainz,ferrari,5,Finished,0,1:27.618,216.982
4,yas_marina,tsunoda,alphatauri,8,Finished,0,1:27.496,217.285
5,yas_marina,gasly,alphatauri,12,Finished,0,1:27.342,217.668
6,yas_marina,bottas,mercedes,6,Finished,0,1:26.862,218.871
7,yas_marina,norris,mclaren,3,Finished,0,1:26.762,219.123
8,yas_marina,alonso,alpine,11,Finished,0,1:27.607,217.010
9,yas_marina,ocon,alpine,9,Finished,0,1:28.249,215.431
10,yas_marina,leclerc,ferrari,7,Finished,0,1:28.433,214.983
11,yas_marina,vettel,aston_martin,15,Finished,0,1:28.303,215.299
12,yas_marina,ricciardo,mclaren,10,Finished,0,1:28.723,214.280
13,yas_marina,stroll,aston_martin,13,Finished,0,1:28.567,214.657
14,yas_marina,mick_schumacher,haas,19,Finished,0,1:29.457,212.522
15,yas_marina,perez,red_bull,4,Engine,0,1:26.419,219.993
16,yas_marina,latifi,williams,16,Accident,0,1:29.293,212.912
17,yas_marina,giovinazzi,alfa,14,Gearbox,0,1:29.442,212.557
18,yas_marina,russell,williams,17,Gearbox,0,1:30.647,209.732
19,yas_marina,raikkonen,alfa,18,Brakes,0,1:29.698,211.951
20,yas_marina,mazepin,haas,20,Illness,1,300,0
1,nurburgring,hamilton,mercedes,2,Finished,0,1:28.145,210.253
2,nurburgring,max_verstappen,red_bull,3,Finished,0,1:28.139,210.267
3,nurburgring,ricciardo,renault,6,Finished,0,1:29.584,206.876
4,nurburgring,perez,racing_point,9,Finished,0,1:29.700,206.608
5,nurburgring,sainz,mclaren,10,Finished,0,1:30.129,205.625
6,nurburgring,gasly,alphatauri,12,Finished,0,1:30.110,205.668
7,nurburgring,leclerc,ferrari,4,Finished,0,1:30.712,204.303
8,nurburgring,hulkenberg,racing_point,20,Finished,0,1:30.733,204.256
9,nurburgring,grosjean,haas,16,Finished,0,1:31.562,202.407
10,nurburgring,giovinazzi,alfa,14,Finished,0,1:30.909,203.861
11,nurburgring,vettel,ferrari,11,Finished,0,1:30.408,204.990
12,nurburgring,raikkonen,alfa,19,Finished,0,1:30.512,204.755
13,nurburgring,kevin_magnussen,haas,15,Finished,0,1:30.456,204.881
14,nurburgring,latifi,williams,18,Finished,0,1:31.377,202.816
15,nurburgring,kvyat,alphatauri,13,Finished,0,1:32.214,200.975
16,nurburgring,norris,mclaren,8,Power Unit,0,1:32.328,200.727
17,nurburgring,albon,red_bull,5,Radiator,0,1:32.330,200.723
18,nurburgring,ocon,renault,7,Gearbox,0,1:33.189,198.873
19,nurburgring,bottas,mercedes,1,Power Unit,0,1:31.884,201.697
20,nurburgring,russell,williams,17,Collision,0,1:34.526,196.060
1,monaco,webber,red_bull,1,Finished,0,1:18.805,152.579
2,monaco,rosberg,mercedes,2,Finished,0,1:18.977,152.246
3,monaco,alonso,ferrari,5,Finished,0,1:18.857,152.478
4,monaco,vettel,red_bull,9,Finished,0,1:19.076,152.056
5,monaco,hamilton,mclaren,3,Finished,0,1:18.806,152.577
6,monaco,massa,ferrari,7,Finished,0,1:19.101,152.008
7,monaco,resta,force_india,14,Finished,0,1:19.757,150.757
8,monaco,hulkenberg,force_india,10,Finished,0,1:18.423,153.322
9,monaco,raikkonen,lotus_f1,8,Finished,0,1:19.246,151.730
10,monaco,bruno_senna,williams,13,Finished,0,1:19.187,151.843
11,monaco,perez,sauber,23,Finished,0,1:17.296,155.557
12,monaco,vergne,toro_rosso,16,Finished,0,1:19.013,152.177
13,monaco,kovalainen,caterham,17,Finished,0,1:19.305,151.617
14,monaco,glock,marussia,19,Finished,0,1:19.637,150.985
15,monaco,karthikeyan,hrt,22,Finished,0,1:20.286,149.764
16,monaco,button,mclaren,12,Collision,0,1:19.923,150.444
17,monaco,ricciardo,toro_rosso,15,Retired,0,1:19.752,150.767
18,monaco,pic,marussia,21,Retired,0,1:19.604,151.047
19,monaco,michael_schumacher,mercedes,6,Fuel pressure,0,1:18.904,152.387
20,monaco,petrov,caterham,18,Electrical,0,1:20.825,148.765
21,monaco,kobayashi,sauber,11,Accident,0,1:25.480,140.664
22,monaco,rosa,hrt,20,Accident,1,300,0
23,monaco,maldonado,williams,24,Accident,1,300,0
24,monaco,grosjean,lotus_f1,4,Accident,1,300,0
1,imola,michael_schumacher,ferrari,2,Finished,0,1:20.411,220.850
2,imola,button,bar,1,Finished,0,1:21.201,218.701
3,imola,montoya,williams,3,Finished,0,1:21.870,216.914
4,imola,alonso,renault,6,Finished,0,1:21.650,217.499
5,imola,trulli,renault,9,Finished,0,1:21.666,217.456
6,imola,barrichello,ferrari,4,Finished,0,1:21.873,216.906
7,imola,ralf_schumacher,williams,5,Finished,0,1:21.689,217.395
8,imola,raikkonen,mclaren,20,Finished,0,1:22.500,215.258
9,imola,fisichella,sauber,18,Finished,0,1:22.654,214.857
10,imola,massa,sauber,12,Finished,0,1:22.895,214.232
11,imola,panis,toyota,13,Finished,0,1:22.861,214.320
12,imola,coulthard,mclaren,11,Finished,0,1:22.951,214.087
13,imola,webber,jaguar,8,Finished,0,1:22.931,214.139
14,imola,klien,jaguar,14,Finished,0,1:23.647,212.306
15,imola,baumgartner,minardi,19,Finished,0,1:26.075,206.317
16,imola,sato,bar,7,Engine,0,1:21.929,216.758
17,imola,heidfeld,jordan,16,Driveshaft,0,1:23.381,212.983
18,imola,matta,toyota,10,Accident,0,1:23.108,213.683
19,imola,bruni,minardi,17,Brakes,0,1:26.857,204.460
20,imola,pantano,jordan,15,Hydraulics,0,1:25.457,207.809
1,shanghai,hamilton,mercedes,1,Finished,0,1:42.208,191.996
2,shanghai,rosberg,mercedes,2,Finished,0,1:42.565,191.328
3,shanghai,vettel,ferrari,3,Finished,0,1:43.018,190.487
4,shanghai,raikkonen,ferrari,6,Finished,0,1:43.026,190.472
5,shanghai,massa,williams,4,Finished,0,1:42.734,191.013
6,shanghai,bottas,williams,5,Finished,0,1:43.051,190.426
7,shanghai,grosjean,lotus_f1,8,Finished,0,1:43.134,190.272
8,shanghai,nasr,sauber,9,Finished,0,1:43.692,189.248
9,shanghai,ricciardo,red_bull,7,Finished,0,1:43.245,190.068
10,shanghai,ericsson,sauber,10,Finished,0,1:44.204,188.319
11,shanghai,perez,force_india,15,Finished,0,1:43.512,189.578
12,shanghai,alonso,mclaren,18,Finished,0,1:43.728,189.183
13,shanghai,sainz,toro_rosso,14,Finished,0,1:42.652,191.166
14,shanghai,button,mclaren,17,Finished,0,1:44.991,186.907
15,shanghai,stevens,manor,19,Finished,0,1:45.414,186.157
16,shanghai,merhi,manor,20,Finished,0,1:45.963,185.192
17,shanghai,max_verstappen,toro_rosso,13,Transmission,0,1:43.880,188.906
18,shanghai,maldonado,lotus_f1,11,Brakes,0,1:43.686,189.259
19,shanghai,kvyat,red_bull,12,Power Unit,0,1:46.291,184.621
20,shanghai,hulkenberg,force_india,16,Gearbox,0,1:45.844,185.401
1,suzuka,max_verstappen,red_bull,1,Finished,0,1:34.183,221.963
2,suzuka,norris,mclaren,3,Finished,0,1:35.247,219.484
3,suzuka,piastri,mclaren,2,Finished,0,1:36.328,217.021
4,suzuka,leclerc,ferrari,4,Finished,0,1:36.362,216.944
5,suzuka,hamilton,mercedes,7,Finished,0,1:35.611,218.648
6,suzuka,sainz,ferrari,6,Finished,0,1:36.187,217.339
7,suzuka,russell,mercedes,8,Finished,0,1:37.653,214.076
8,suzuka,alonso,aston_martin,10,Finished,0,1:37.203,215.067
9,suzuka,ocon,alpine,14,Finished,0,1:37.398,214.636
10,suzuka,gasly,alpine,12,Finished,0,1:36.371,216.924
11,suzuka,lawson,alphatauri,11,Finished,0,1:38.267,212.738
12,suzuka,tsunoda,alphatauri,9,Finished,0,1:37.768,213.824
13,suzuka,zhou,alfa,19,Finished,0,1:37.791,213.774
14,suzuka,hulkenberg,haas,18,Finished,0,1:37.250,214.963
15,suzuka,kevin_magnussen,haas,15,Finished,0,1:37.842,213.662
16,suzuka,albon,williams,13,Collision damage,0,1:39.185,210.769
17,suzuka,sargeant,williams,0,Collision damage,0,1:38.848,211.488
18,suzuka,stroll,aston_martin,17,Rear wing,0,1:39.050,211.057
19,suzuka,perez,red_bull,5,Collision damage,0,1:39.704,209.672
20,suzuka,bottas,alfa,16,Collision damage,0,2:02.755,170.300
1,bahrain,leclerc,ferrari,1,Finished,0,1:34.570,206.018
2,bahrain,sainz,ferrari,3,Finished,0,1:35.740,203.501
3,bahrain,hamilton,mercedes,5,Finished,0,1:36.228,202.469
4,bahrain,russell,mercedes,9,Finished,0,1:36.302,202.313
5,bahrain,kevin_magnussen,haas,7,Finished,0,1:36.623,201.641
6,bahrain,bottas,alfa,6,Finished,0,1:36.599,201.691
7,bahrain,ocon,alpine,11,Finished,0,1:37.110,200.630
8,bahrain,tsunoda,alphatauri,16,Finished,0,1:37.104,200.642
9,bahrain,alonso,alpine,8,Finished,0,1:36.733,201.412
10,bahrain,zhou,alfa,15,Finished,0,1:36.685,201.512
11,bahrain,mick_schumacher,haas,12,Finished,0,1:36.956,200.948
12,bahrain,stroll,aston_martin,19,Finished,0,1:37.146,200.555
13,bahrain,albon,williams,14,Finished,0,1:37.355,200.125
14,bahrain,ricciardo,mclaren,18,Finished,0,1:37.261,200.318
15,bahrain,norris,mclaren,13,Finished,0,1:36.988,200.882
16,bahrain,latifi,williams,20,Finished,0,1:38.251,198.300
17,bahrain,hulkenberg,aston_martin,17,Finished,0,1:38.201,198.401
18,bahrain,perez,red_bull,4,Fuel pressure,0,1:36.089,202.762
19,bahrain,max_verstappen,red_bull,2,Fuel pressure,0,1:35.440,204.140
20,bahrain,gasly,alphatauri,10,Power Unit,0,1:37.324,200.189
1,valencia,vettel,red_bull,1,Finished,0,1:41.852,191.536
2,valencia,alonso,ferrari,4,Finished,0,1:42.308,190.683
3,valencia,webber,red_bull,2,Finished,0,1:42.534,190.262
4,valencia,hamilton,mclaren,3,Finished,0,1:42.947,189.499
5,valencia,massa,ferrari,5,Finished,0,1:42.705,189.945
6,valencia,button,mclaren,6,Finished,0,1:42.340,190.623
7,valencia,rosberg,mercedes,7,Finished,0,1:43.649,188.215
8,valencia,alguersuari,toro_rosso,18,Finished,0,1:43.579,188.343
9,valencia,sutil,force_india,10,Finished,0,1:43.526,188.439
10,valencia,heidfeld,renault,9,Finished,0,1:43.901,187.759
11,valencia,perez,sauber,16,Finished,0,1:43.949,187.672
12,valencia,barrichello,williams,13,Finished,0,1:44.131,187.344
13,valencia,buemi,toro_rosso,17,Finished,0,1:44.103,187.395
14,valencia,resta,force_india,12,Finished,0,1:43.851,187.849
15,valencia,petrov,renault,11,Finished,0,1:43.151,189.124
16,valencia,kobayashi,sauber,14,Finished,0,1:43.517,188.456
17,valencia,michael_schumacher,mercedes,8,Finished,0,1:44.578,186.544
18,valencia,maldonado,williams,15,Finished,0,1:43.134,189.155
19,valencia,kovalainen,lotus_racing,19,Finished,0,1:45.055,185.697
20,valencia,trulli,lotus_racing,20,Finished,0,1:46.208,183.681
21,valencia,glock,virgin,21,Finished,0,1:46.628,182.957
22,valencia,ambrosio,virgin,23,Finished,0,1:47.164,182.042
23,valencia,liuzzi,hrt,22,Finished,0,1:47.418,181.612
24,valencia,karthikeyan,hrt,24,Finished,0,1:47.708,181.123
1,silverstone,hamilton,mercedes,1,Finished,0,1:35.771,221.440
2,silverstone,max_verstappen,red_bull,3,Finished,0,1:36.407,219.979
3,silverstone,rosberg,mercedes,2,Finished,0,1:35.548,221.957
4,silverstone,ricciardo,red_bull,4,Finished,0,1:36.013,220.882
5,silverstone,raikkonen,ferrari,5,Finished,0,1:36.994,218.648
6,silverstone,perez,force_india,10,Finished,0,1:37.900,216.625
7,silverstone,hulkenberg,force_india,8,Finished,0,1:37.618,217.250
8,silverstone,sainz,toro_rosso,7,Finished,0,1:37.401,217.734
9,silverstone,vettel,ferrari,11,Finished,0,1:36.933,218.786
10,silverstone,kvyat,toro_rosso,15,Finished,0,1:37.667,217.141
11,silverstone,massa,williams,12,Finished,0,1:36.141,220.588
12,silverstone,button,mclaren,17,Finished,0,1:37.907,216.609
13,silverstone,alonso,mclaren,9,Finished,0,1:35.669,221.676
14,silverstone,bottas,williams,6,Finished,0,1:37.383,217.775
15,silverstone,nasr,sauber,21,Finished,0,1:38.710,214.847
16,silverstone,gutierrez,haas,14,Finished,0,1:37.713,217.039
17,silverstone,kevin_magnussen,renault,16,Gearbox,0,1:37.619,217.248
18,silverstone,jolyon_palmer,renault,18,Gearbox,0,1:39.755,212.596
19,silverstone,haryanto,manor,19,Spun off,0,1:41.380,209.189
20,silverstone,grosjean,haas,13,Retired,0,1:55.507,183.604
21,silverstone,ericsson,sauber,22,Power Unit,0,2:00.286,176.309
22,silverstone,wehrlein,manor,20,Spun off,0,2:48.804,125.634
1,yas_marina,vettel,red_bull,2,Finished,0,1:40.279,199.387
2,yas_marina,webber,red_bull,3,Finished,0,1:40.571,198.808
3,yas_marina,button,brawn,5,Finished,0,1:40.642,198.668
4,yas_marina,barrichello,brawn,4,Finished,0,1:40.449,199.050
5,yas_marina,heidfeld,bmw_sauber,8,Finished,0,1:40.672,198.609
6,yas_marina,kobayashi,toyota,12,Finished,0,1:40.779,198.398
7,yas_marina,trulli,toyota,6,Finished,0,1:40.723,198.508
8,yas_marina,buemi,toro_rosso,10,Finished,0,1:40.326,199.294
9,yas_marina,rosberg,williams,9,Finished,0,1:40.997,197.970
10,yas_marina,kubica,bmw_sauber,7,Finished,0,1:40.924,198.113
11,yas_marina,kovalainen,mclaren,18,Finished,0,1:41.316,197.346
12,yas_marina,raikkonen,ferrari,11,Finished,0,1:40.843,198.272
13,yas_marina,nakajima,williams,13,Finished,0,1:40.754,198.447
14,yas_marina,alonso,renault,15,Finished,0,1:40.757,198.441
15,yas_marina,liuzzi,force_india,16,Finished,0,1:41.277,197.422
16,yas_marina,fisichella,ferrari,20,Finished,0,1:41.132,197.705
17,yas_marina,sutil,force_india,17,Finished,0,1:40.904,198.152
18,yas_marina,grosjean,renault,19,Finished,0,1:42.274,195.498
19,yas_marina,hamilton,mclaren,1,Brakes,0,1:40.367,199.212
20,yas_marina,alguersuari,toro_rosso,14,Gearbox,0,1:43.318,193.522
1,hockenheimring,alonso,renault,3,Finished,0,1:15.235,218.866
2,hockenheimring,montoya,mclaren,20,Finished,0,1:15.878,217.011
3,hockenheimring,button,bar,2,Finished,0,1:15.843,217.111
4,hockenheimring,fisichella,renault,4,Finished,0,1:15.890,216.977
5,hockenheimring,michael_schumacher,ferrari,5,Finished,0,1:16.099,216.381
6,hockenheimring,ralf_schumacher,toyota,12,Finished,0,1:16.073,216.455
7,hockenheimring,coulthard,red_bull,11,Finished,0,1:16.233,216.000
8,hockenheimring,massa,sauber,13,Finished,0,1:16.288,215.845
9,hockenheimring,klien,red_bull,10,Finished,0,1:16.236,215.992
10,hockenheimring,barrichello,ferrari,15,Finished,0,1:16.528,215.168
11,hockenheimring,heidfeld,williams,7,Finished,0,1:16.607,214.946
12,hockenheimring,sato,bar,8,Finished,0,1:16.725,214.615
13,hockenheimring,albers,minardi,16,Finished,0,1:18.425,209.963
14,hockenheimring,trulli,toyota,9,Finished,0,1:16.474,215.320
15,hockenheimring,villeneuve,sauber,14,Finished,0,1:17.122,213.511
16,hockenheimring,karthikeyan,jordan,19,Finished,0,1:18.212,210.535
17,hockenheimring,monteiro,jordan,18,Finished,0,1:18.106,210.821
18,hockenheimring,doornbos,minardi,17,Finished,0,1:19.025,208.369
19,hockenheimring,webber,williams,6,Finished,0,1:16.803,214.397
20,hockenheimring,raikkonen,mclaren,1,Hydraulics,0,1:14.873,219.924
1,villeneuve,vettel,red_bull,1,Finished,0,1:16.561,205.060
2,villeneuve,alonso,ferrari,6,Finished,0,1:16.203,206.023
3,villeneuve,hamilton,mercedes,2,Finished,0,1:16.354,205.615
4,villeneuve,webber,red_bull,5,Finished,0,1:16.182,206.080
5,villeneuve,rosberg,mercedes,4,Finished,0,1:16.534,205.132
6,villeneuve,vergne,toro_rosso,7,Finished,0,1:17.909,201.512
7,villeneuve,resta,force_india,17,Finished,0,1:17.841,201.688
8,villeneuve,massa,ferrari,16,Finished,0,1:16.939,204.052
9,villeneuve,raikkonen,lotus_f1,10,Finished,0,1:17.766,201.882
10,villeneuve,sutil,force_india,8,Finished,0,1:17.694,202.069
11,villeneuve,perez,mclaren,12,Finished,0,1:17.369,202.918
